time_s,nmc_21700_5ah,lfp_prismatic_100ah,nmc_pouch_power
643.0000,-4.0148,-82.7790,-6.6223
644.0000,-3.7750,-77.8358,-6.2269
645.0000,-2.7164,-56.0077,-4.4806
646.0000,-3.2899,-67.8324,-5.4266
647.0000,-3.6780,-75.8359,-6.0669
648.0000,-3.3785,-69.6600,-5.5728
649.0000,-2.8891,-59.5692,-4.7655
650.0000,-3.7225,-76.7531,-6.1402
651.0000,-3.7708,-77.7481,-6.2198
652.0000,-3.1967,-65.9104,-5.2728
653.0000,-3.4577,-71.2937,-5.7035
654.0000,-3.3933,-69.9650,-5.5972
655.0000,-3.8224,-78.8117,-6.3049
656.0000,-2.9376,-60.5685,-4.8455
657.0000,-3.0156,-62.1781,-4.9742
658.0000,-3.4316,-70.7554,-5.6604
659.0000,-3.3886,-69.8678,-5.5894
660.0000,-4.3749,-90.2045,-7.2164
661.0000,-3.4055,-70.2172,-5.6174
662.0000,-3.7081,-76.4558,-6.1165
663.0000,-3.4797,-71.7457,-5.7397
664.0000,-3.3893,-69.8816,-5.5905
665.0000,-3.7616,-77.5597,-6.2048
666.0000,-4.2524,-87.6786,-7.0143
667.0000,-3.5037,-72.2409,-5.7793
668.0000,-3.9072,-80.5604,-6.4448
669.0000,-3.7576,-77.4765,-6.1981
670.0000,-0.2199,-4.5338,-0.3627
671.0000,-0.1242,-2.5618,-0.2049
672.0000,-0.8401,-17.3214,-1.3857
673.0000,0.4427,9.1271,0.7302
674.0000,0.0922,1.9001,0.1520
675.0000,0.4043,8.3355,0.6668
676.0000,0.7202,14.8488,1.1879
677.0000,0.0082,0.1694,0.0136
678.0000,-0.6556,-13.5183,-1.0815
679.0000,-0.3252,-6.7042,-0.5363
680.0000,-0.4390,-9.0518,-0.7241
681.0000,-0.1826,-3.7641,-0.3011
682.0000,0.0290,0.5974,0.0478
683.0000,-0.7283,-15.0164,-1.2013
684.0000,0.1246,2.5686,0.2055
685.0000,-0.5494,-11.3277,-0.9062
686.0000,0.1082,2.2302,0.1784
687.0000,-0.0398,-0.8212,-0.0657
688.0000,-0.1141,-2.3522,-0.1882
689.0000,-0.0266,-0.5478,-0.0438
690.0000,-0.1963,-4.0483,-0.3239
691.0000,-0.2228,-4.5935,-0.3675
692.0000,-0.6121,-12.6207,-1.0097
693.0000,-0.0108,-0.2222,-0.0178
694.0000,0.6713,13.8415,1.1073
695.0000,0.7204,14.8537,1.1883
696.0000,0.4808,9.9136,0.7931
697.0000,0.2567,5.2935,0.4235
698.0000,-0.2461,-5.0736,-0.4059
699.0000,0.5248,10.8206,0.8657
700.0000,-0.0204,-0.4210,-0.0337
701.0000,-0.0251,-0.5166,-0.0413
702.0000,-0.1059,-2.1842,-0.1747
703.0000,0.0335,0.6897,0.0552
704.0000,-0.1583,-3.2641,-0.2611
705.0000,-0.0305,-0.6284,-0.0503
706.0000,-0.3945,-8.1345,-0.6508
707.0000,-0.1359,-2.8025,-0.2242
708.0000,0.8296,17.1042,1.3683
709.0000,-0.0253,-0.5220,-0.0418
710.0000,-0.0868,-1.7900,-0.1432
711.0000,0.1937,3.9928,0.3194
712.0000,0.2576,5.3109,0.4249
713.0000,-0.4051,-8.3533,-0.6683
714.0000,-0.0754,-1.5537,-0.1243
715.0000,0.3340,6.8871,0.5510
716.0000,0.0982,2.0238,0.1619
717.0000,0.0444,0.9147,0.0732
718.0000,0.5653,11.6551,0.9324
719.0000,-0.2465,-5.0833,-0.4067
720.0000,0.0301,0.6206,0.0496
721.0000,-0.1892,-3.9004,-0.3120
722.0000,0.5421,11.1773,0.8942
723.0000,-0.7100,-14.6390,-1.1711
724.0000,-0.2438,-5.0261,-0.4021
725.0000,-0.1925,-3.9687,-0.3175
726.0000,0.2414,4.9765,0.3981
727.0000,0.2205,4.5471,0.3638
728.0000,0.5075,10.4640,0.8371
729.0000,-0.5726,-11.8052,-0.9444
730.0000,0.2730,5.6286,0.4503
731.0000,-0.1067,-2.1996,-0.1760
732.0000,-0.2421,-4.9922,-0.3994
733.0000,0.1963,4.0468,0.3237
734.0000,-0.3347,-6.9010,-0.5521
735.0000,-0.7555,-15.5768,-1.2461
736.0000,-0.1347,-2.7766,-0.2221
737.0000,-0.5448,-11.2333,-0.8987
738.0000,-0.2360,-4.8669,-0.3893
739.0000,7.4102,152.7867,12.2229
740.0000,7.3885,152.3400,12.1872
741.0000,7.8522,161.9017,12.9521
742.0000,7.2024,148.5026,11.8802
743.0000,6.7173,138.5000,11.0800
744.0000,7.0000,144.3293,11.5463
745.0000,6.9406,143.1046,11.4484
746.0000,6.8320,140.8663,11.2693
747.0000,7.4334,153.2653,12.2612
748.0000,7.0403,145.1608,11.6129
749.0000,6.5557,135.1697,10.8136
750.0000,7.5285,155.2269,12.4182
751.0000,7.2345,149.1643,11.9331
752.0000,7.4048,152.6763,12.2141
753.0000,7.3135,150.7929,12.0634
754.0000,7.5048,154.7374,12.3790
755.0000,7.2888,150.2851,12.0228
756.0000,7.7247,159.2715,12.7417
757.0000,7.4296,153.1874,12.2550
758.0000,7.4176,152.9405,12.2352
759.0000,7.4241,153.0740,12.2459
760.0000,6.7451,139.0752,11.1260
761.0000,7.2151,148.7652,11.9012
762.0000,7.1807,148.0551,11.8444
763.0000,7.3505,151.5566,12.1245
764.0000,6.7808,139.8098,11.1848
765.0000,7.8694,162.2559,12.9805
766.0000,7.3130,150.7829,12.0626
767.0000,6.8344,140.9151,11.2732
768.0000,6.6534,137.1833,10.9747
769.0000,7.1727,147.8903,11.8312
770.0000,7.2424,149.3274,11.9462
771.0000,7.0137,144.6128,11.5690
772.0000,7.3085,150.6909,12.0553
773.0000,7.0418,145.1912,11.6153
774.0000,7.4757,154.1374,12.3310
775.0000,7.0114,144.5659,11.5653
776.0000,7.2610,149.7112,11.9769
777.0000,7.6311,157.3413,12.5873
778.0000,8.2104,169.2875,13.5430
779.0000,6.9085,142.4427,11.3954
780.0000,7.1060,146.5162,11.7213
781.0000,6.9695,143.7012,11.4961
782.0000,7.5603,155.8825,12.4706
783.0000,6.8574,141.3893,11.3111
784.0000,7.0988,146.3673,11.7094
785.0000,7.2642,149.7780,11.9822
786.0000,6.9190,142.6599,11.4128
787.0000,6.9268,142.8201,11.4256
788.0000,7.1020,146.4328,11.7146
789.0000,6.5110,134.2467,10.7397
790.0000,6.7492,139.1589,11.1327
791.0000,7.1248,146.9022,11.7522
792.0000,7.3289,151.1117,12.0889
793.0000,7.2074,148.6068,11.8885
794.0000,6.6297,136.6952,10.9356
795.0000,7.1063,146.5216,11.7217
796.0000,7.5654,155.9883,12.4791
797.0000,7.4772,154.1690,12.3335
798.0000,7.2464,149.4094,11.9528
799.0000,6.9522,143.3447,11.4676
800.0000,7.5046,154.7341,12.3787
801.0000,7.0644,145.6580,11.6526
802.0000,2.4847,51.2306,4.0985
803.0000,2.6182,53.9836,4.3187
804.0000,3.4368,70.8626,5.6690
805.0000,2.9901,61.6514,4.9321
806.0000,3.3317,68.6944,5.4955
807.0000,2.7356,56.4050,4.5124
808.0000,3.2513,67.0361,5.3629
809.0000,2.6912,55.4887,4.4391
810.0000,2.8527,58.8193,4.7055
811.0000,3.8144,78.6476,6.2918
812.0000,3.1891,65.7536,5.2603
813.0000,2.7277,56.2412,4.4993
814.0000,2.8791,59.3639,4.7491
815.0000,3.0287,62.4467,4.9957
816.0000,3.3503,69.0784,5.5263
817.0000,2.7321,56.3315,4.5065
818.0000,2.2766,46.9401,3.7552
819.0000,2.8083,57.9027,4.6322
820.0000,2.9156,60.1154,4.8092
821.0000,2.9498,60.8215,4.8657
822.0000,3.3889,69.8752,5.5900
823.0000,3.0252,62.3752,4.9900
824.0000,3.2057,66.0969,5.2878
825.0000,2.5095,51.7416,4.1393
826.0000,3.2257,66.5093,5.3207
827.0000,3.6725,75.7216,6.0577
828.0000,3.1911,65.7968,5.2637
829.0000,3.0022,61.9017,4.9521
830.0000,2.9660,61.1549,4.8924
831.0000,3.5601,73.4036,5.8723
832.0000,2.5727,53.0461,4.2437
833.0000,2.8696,59.1667,4.7333
834.0000,3.0774,63.4516,5.0761
835.0000,3.1806,65.5800,5.2464
836.0000,2.7509,56.7200,4.5376
837.0000,3.0218,62.3049,4.9844
838.0000,2.8089,57.9156,4.6332
839.0000,2.9538,60.9035,4.8723
840.0000,2.8620,59.0093,4.7207
841.0000,2.4947,51.4380,4.1150
842.0000,2.9023,59.8416,4.7873
843.0000,3.2291,66.5786,5.3263
844.0000,2.5582,52.7474,4.2198
845.0000,2.8223,58.1918,4.6553
846.0000,3.1518,64.9859,5.1989
847.0000,2.5208,51.9760,4.1581
848.0000,2.9764,61.3698,4.9096
849.0000,2.5244,52.0490,4.1639
850.0000,3.3227,68.5097,5.4808
851.0000,3.7513,77.3462,6.1877
852.0000,3.6456,75.1669,6.0134
853.0000,2.8303,58.3561,4.6685
854.0000,3.1792,65.5515,5.2441
855.0000,2.9540,60.9075,4.8726
856.0000,2.9471,60.7658,4.8613
857.0000,3.4730,71.6082,5.7287
858.0000,2.4301,50.1062,4.0085
859.0000,3.2939,67.9147,5.4332
860.0000,2.8922,59.6327,4.7706
861.0000,3.4224,70.5641,5.6451
862.0000,2.9781,61.4043,4.9123
863.0000,2.6653,54.9550,4.3964
864.0000,3.0108,62.0786,4.9663
865.0000,3.1777,65.5198,5.2416
866.0000,2.9230,60.2682,4.8215
867.0000,3.0875,63.6603,5.0928
868.0000,2.7202,56.0874,4.4870
869.0000,2.1338,43.9959,3.5197
870.0000,3.2374,66.7502,5.3400
871.0000,3.1643,65.2437,5.2195
872.0000,2.9639,61.1113,4.8889
873.0000,2.9349,60.5131,4.8410
874.0000,3.2870,67.7722,5.4218
875.0000,2.7437,56.5717,4.5257
876.0000,2.6530,54.7010,4.3761
877.0000,2.8414,58.5859,4.6869
878.0000,3.3425,68.9182,5.5135
879.0000,2.4054,49.5967,3.9677
880.0000,3.3435,68.9387,5.5151
881.0000,7.0425,145.2056,11.6164
882.0000,6.8746,141.7444,11.3396
883.0000,7.7333,159.4505,12.7560
884.0000,7.2398,149.2733,11.9419
885.0000,6.8020,140.2482,11.2199
886.0000,7.1445,147.3095,11.7848
887.0000,7.6137,156.9829,12.5586
888.0000,7.7086,158.9406,12.7152
889.0000,7.1196,146.7968,11.7437
890.0000,7.4228,153.0474,12.2438
891.0000,7.5347,155.3556,12.4285
892.0000,7.0405,145.1653,11.6132
893.0000,7.4041,152.6628,12.2130
894.0000,7.2634,149.7609,11.9809
895.0000,7.0800,145.9798,11.6784
896.0000,7.0960,146.3089,11.7047
897.0000,7.2994,150.5028,12.0402
898.0000,7.2859,150.2239,12.0179
899.0000,7.0693,145.7588,11.6607
900.0000,7.1201,146.8054,11.7444
901.0000,7.6800,158.3500,12.6680
902.0000,7.3528,151.6037,12.1283
903.0000,7.5970,156.6382,12.5311
904.0000,7.7122,159.0137,12.7211
905.0000,7.4892,154.4163,12.3533
906.0000,8.1010,167.0316,13.3625
907.0000,6.9748,143.8102,11.5048
908.0000,7.5691,156.0631,12.4850
909.0000,7.1593,147.6139,11.8091
910.0000,7.9500,163.9184,13.1135
911.0000,7.8935,162.7533,13.0203
912.0000,2.1992,45.3434,3.6275
913.0000,2.5576,52.7335,4.2187
914.0000,3.1516,64.9823,5.1986
915.0000,3.1973,65.9240,5.2739
916.0000,3.1779,65.5242,5.2419
917.0000,2.8842,59.4685,4.7575
918.0000,3.0756,63.4134,5.0731
919.0000,3.1475,64.8977,5.1918
920.0000,2.8817,59.4160,4.7533
921.0000,3.2837,67.7048,5.4164
922.0000,2.0881,43.0538,3.4443
923.0000,3.1405,64.7535,5.1803
924.0000,2.5339,52.2446,4.1796
925.0000,3.2587,67.1901,5.3752
926.0000,2.8268,58.2849,4.6628
927.0000,2.5867,53.3341,4.2667
928.0000,3.0460,62.8043,5.0243
929.0000,2.5785,53.1650,4.2532
930.0000,2.5780,53.1542,4.2523
931.0000,2.3399,48.2453,3.8596
932.0000,2.9003,59.7997,4.7840
933.0000,3.0907,63.7262,5.0981
934.0000,3.2821,67.6727,5.4138
935.0000,2.8584,58.9370,4.7150
936.0000,3.2912,67.8589,5.4287
937.0000,2.9165,60.1347,4.8108
938.0000,2.8761,59.3003,4.7440
939.0000,3.1186,64.3017,5.1441
940.0000,3.2950,67.9379,5.4350
941.0000,2.7858,57.4392,4.5951
942.0000,2.8213,58.1718,4.6537
943.0000,2.8515,58.7938,4.7035
944.0000,2.9401,60.6208,4.8497
945.0000,2.5825,53.2469,4.2598
946.0000,3.2839,67.7100,5.4168
947.0000,2.7644,56.9969,4.5598
948.0000,3.0782,63.4683,5.0775
949.0000,2.6097,53.8090,4.3047
950.0000,3.0405,62.6910,5.0153
951.0000,3.0524,62.9369,5.0350
952.0000,2.7570,56.8449,4.5476
953.0000,3.6451,75.1567,6.0125
954.0000,3.0450,62.7828,5.0226
955.0000,3.5564,73.3270,5.8662
956.0000,3.2589,67.1935,5.3755
957.0000,2.6691,55.0329,4.4026
958.0000,2.7710,57.1336,4.5707
959.0000,3.0686,63.2708,5.0617
960.0000,2.9323,60.4588,4.8367
961.0000,2.9280,60.3710,4.8297
962.0000,2.8059,57.8535,4.6283
963.0000,2.2522,46.4364,3.7149
964.0000,2.8280,58.3093,4.6647
965.0000,2.1032,43.3641,3.4691
966.0000,3.0452,62.7886,5.0231
967.0000,2.6459,54.5546,4.3644
968.0000,2.6498,54.6344,4.3707
969.0000,2.8302,58.3552,4.6684
970.0000,3.0092,62.0450,4.9636
971.0000,2.3891,49.2600,3.9408
972.0000,2.2739,46.8855,3.7508
973.0000,2.5222,52.0045,4.1604
974.0000,2.1673,44.6870,3.5750
975.0000,2.5583,52.7486,4.2199
976.0000,3.4887,71.9316,5.7545
977.0000,2.5257,52.0756,4.1660
978.0000,3.1469,64.8855,5.1908
979.0000,2.4111,49.7127,3.9770
980.0000,3.0188,62.2434,4.9795
981.0000,2.7937,57.6020,4.6082
982.0000,2.8882,59.5514,4.7641
983.0000,3.1169,64.2658,5.1413
984.0000,3.5488,73.1718,5.8537
985.0000,2.9808,61.4603,4.9168
986.0000,2.9552,60.9327,4.8746
987.0000,2.5559,52.6997,4.2160
988.0000,3.1222,64.3750,5.1500
989.0000,2.8205,58.1545,4.6524
990.0000,3.2126,66.2401,5.2992
991.0000,2.8941,59.6722,4.7738
992.0000,3.5432,73.0564,5.8445
993.0000,2.1887,45.1281,3.6103
994.0000,2.8021,57.7755,4.6220
995.0000,3.2306,66.6111,5.3289
996.0000,2.7824,57.3698,4.5896
997.0000,2.6218,54.0587,4.3247
998.0000,2.8133,58.0059,4.6405
999.0000,2.4081,49.6505,3.9720
1000.0000,2.9533,60.8922,4.8714
1001.0000,3.7977,78.3035,6.2643
1002.0000,3.3265,68.5877,5.4870
1003.0000,2.5066,51.6824,4.1346
1004.0000,2.5923,53.4499,4.2760
1005.0000,2.7628,56.9645,4.5572
1006.0000,3.2754,67.5331,5.4026
1007.0000,2.6112,53.8388,4.3071
1008.0000,2.6589,54.8233,4.3859
1009.0000,3.2318,66.6356,5.3308
1010.0000,3.2245,66.4849,5.3188
1011.0000,2.7740,57.1964,4.5757
1012.0000,2.5034,51.6168,4.1293
1013.0000,2.3463,48.3769,3.8702
1014.0000,2.6557,54.7576,4.3806
1015.0000,2.0986,43.2710,3.4617
1016.0000,3.1827,65.6236,5.2499
1017.0000,2.6808,55.2748,4.4220
1018.0000,3.0851,63.6097,5.0888
1019.0000,3.5896,74.0124,5.9210
1020.0000,3.3367,68.7975,5.5038
1021.0000,2.4913,51.3665,4.1093
1022.0000,3.2262,66.5194,5.3215
1023.0000,3.3312,68.6839,5.4947
1024.0000,2.6385,54.4023,4.3522
1025.0000,2.5632,52.8503,4.2280
1026.0000,2.8701,59.1773,4.7342
1027.0000,2.3275,47.9893,3.8391
1028.0000,3.4450,71.0305,5.6824
1029.0000,2.0350,41.9598,3.3568
1030.0000,2.5074,51.6989,4.1359
1031.0000,2.8119,57.9783,4.6383
1032.0000,2.8274,58.2968,4.6637
1033.0000,2.9704,61.2459,4.8997
1034.0000,3.0087,62.0359,4.9629
1035.0000,2.8323,58.3979,4.6718
1036.0000,3.3235,68.5266,5.4821
1037.0000,2.1318,43.9547,3.5164
1038.0000,2.9099,59.9988,4.7999
1039.0000,2.6501,54.6406,4.3712
1040.0000,2.9582,60.9939,4.8795
1041.0000,2.9903,61.6557,4.9325
1042.0000,2.5783,53.1613,4.2529
1043.0000,2.6769,55.1929,4.4154
1044.0000,3.1983,65.9444,5.2756
1045.0000,3.0370,62.6179,5.0094
1046.0000,2.6626,54.8981,4.3919
1047.0000,3.6520,75.2992,6.0239
1048.0000,3.7500,77.3188,6.1855
1049.0000,2.3780,49.0315,3.9225
1050.0000,3.0198,62.2635,4.9811
1051.0000,3.8226,78.8175,6.3054
1052.0000,3.1951,65.8792,5.2703
1053.0000,2.9904,61.6580,4.9326
1054.0000,2.8343,58.4396,4.6752
1055.0000,2.7131,55.9410,4.4753
1056.0000,2.8327,58.4061,4.6725
1057.0000,2.7097,55.8695,4.4696
1058.0000,3.1810,65.5868,5.2469
1059.0000,2.7652,57.0138,4.5611
1060.0000,2.7495,56.6914,4.5353
1061.0000,2.4727,50.9838,4.0787
1062.0000,2.8920,59.6281,4.7702
1063.0000,2.5848,53.2941,4.2635
1064.0000,2.8443,58.6444,4.6915
1065.0000,3.2890,67.8136,5.4251
1066.0000,3.0431,62.7444,5.0196
1067.0000,3.0936,63.7854,5.1028
1068.0000,3.0395,62.6707,5.0137
1069.0000,2.9315,60.4438,4.8355
1070.0000,2.8637,59.0450,4.7236
1071.0000,2.7980,57.6915,4.6153
1072.0000,3.1861,65.6934,5.2555
1073.0000,2.5156,51.8682,4.1495
1074.0000,3.3977,70.0554,5.6044
1075.0000,2.9224,60.2556,4.8204
1076.0000,2.6377,54.3847,4.3508
1077.0000,2.7321,56.3314,4.5065
1078.0000,2.6637,54.9226,4.3938
1079.0000,2.9683,61.2015,4.8961
1080.0000,2.6489,54.6162,4.3693
1081.0000,3.3255,68.5660,5.4853
1082.0000,2.6257,54.1377,4.3310
1083.0000,2.0834,42.9561,3.4365
1084.0000,2.6441,54.5175,4.3614
1085.0000,2.1794,44.9361,3.5949
1086.0000,2.8955,59.7010,4.7761
1087.0000,3.2953,67.9437,5.4355
1088.0000,3.1456,64.8582,5.1887
1089.0000,2.4235,49.9681,3.9974
1090.0000,2.6327,54.2831,4.3426
1091.0000,3.5570,73.3398,5.8672
1092.0000,3.0259,62.3888,4.9911
1093.0000,2.9115,60.0309,4.8025
1094.0000,3.2941,67.9205,5.4336
1095.0000,3.8022,78.3956,6.2716
1096.0000,3.3816,69.7243,5.5779
1097.0000,2.9607,61.0456,4.8836
1098.0000,3.0390,62.6602,5.0128
1099.0000,3.1345,64.6281,5.1702
1100.0000,2.6871,55.4048,4.4324
1101.0000,2.5249,52.0596,4.1648
1102.0000,2.9291,60.3934,4.8315
1103.0000,2.5655,52.8959,4.2317
1104.0000,2.8876,59.5390,4.7631
1105.0000,2.9450,60.7209,4.8577
1106.0000,3.7616,77.5578,6.2046
1107.0000,2.6004,53.6171,4.2894
1108.0000,2.8657,59.0866,4.7269
1109.0000,2.8502,58.7677,4.7014
1110.0000,3.0691,63.2798,5.0624
1111.0000,3.2907,67.8504,5.4280
1112.0000,2.7316,56.3214,4.5057
1113.0000,2.6112,53.8399,4.3072
1114.0000,2.3132,47.6947,3.8156
1115.0000,2.5731,53.0535,4.2443
1116.0000,3.1051,64.0233,5.1219
1117.0000,2.9266,60.3424,4.8274
1118.0000,2.5406,52.3842,4.1907
1119.0000,2.7744,57.2042,4.5763
1120.0000,2.9214,60.2360,4.8189
1121.0000,3.0932,63.7776,5.1022
1122.0000,2.6942,55.5495,4.4440
1123.0000,2.8189,58.1217,4.6497
1124.0000,2.2485,46.3617,3.7089
1125.0000,2.4912,51.3646,4.1092
1126.0000,3.4984,72.1329,5.7706
1127.0000,2.1141,43.5889,3.4871
1128.0000,2.7871,57.4665,4.5973
1129.0000,2.9897,61.6440,4.9315
1130.0000,2.7738,57.1924,4.5754
1131.0000,2.6160,53.9388,4.3151
1132.0000,2.8878,59.5419,4.7634
1133.0000,2.9082,59.9628,4.7970
1134.0000,2.8801,59.3841,4.7507
1135.0000,2.2270,45.9172,3.6734
1136.0000,2.8564,58.8945,4.7116
1137.0000,2.5990,53.5867,4.2869
1138.0000,2.7108,55.8920,4.4714
1139.0000,2.9926,61.7023,4.9362
1140.0000,3.1431,64.8055,5.1844
1141.0000,3.2362,66.7258,5.3381
1142.0000,2.7294,56.2769,4.5022
1143.0000,3.2461,66.9300,5.3544
1144.0000,3.3369,68.8030,5.5042
1145.0000,7.6885,158.5248,12.6820
1146.0000,7.7805,160.4233,12.8339
1147.0000,7.2220,148.9074,11.9126
1148.0000,7.2117,148.6940,11.8955
1149.0000,7.5751,156.1879,12.4950
1150.0000,6.7779,139.7511,11.1801
1151.0000,7.3512,151.5707,12.1257
1152.0000,7.0820,146.0208,11.6817
1153.0000,7.1409,147.2341,11.7787
1154.0000,6.6415,136.9386,10.9551
1155.0000,6.9511,143.3209,11.4657
1156.0000,7.2675,149.8463,11.9877
1157.0000,7.5982,156.6634,12.5331
1158.0000,7.6351,157.4252,12.5940
1159.0000,7.2458,149.3976,11.9518
1160.0000,7.2061,148.5803,11.8864
1161.0000,6.9728,143.7699,11.5016
1162.0000,7.4214,153.0177,12.2414
1163.0000,7.1849,148.1432,11.8515
1164.0000,7.4954,154.5441,12.3635
1165.0000,7.9122,163.1377,13.0510
1166.0000,7.2632,149.7572,11.9806
1167.0000,6.7303,138.7698,11.1016
1168.0000,6.9619,143.5436,11.4835
1169.0000,6.7446,139.0639,11.1251
1170.0000,6.8396,141.0217,11.2817
1171.0000,7.7498,159.7895,12.7832
1172.0000,7.3574,151.6999,12.1360
1173.0000,6.7220,138.5987,11.0879
1174.0000,7.5128,154.9022,12.3922
1175.0000,7.7335,159.4528,12.7562
1176.0000,7.1441,147.3009,11.7841
1177.0000,7.0291,144.9301,11.5944
1178.0000,7.1523,147.4697,11.7976
1179.0000,7.3785,152.1345,12.1708
1180.0000,7.5078,154.7998,12.3840
1181.0000,7.7050,158.8666,12.7093
1182.0000,7.7160,159.0936,12.7275
1183.0000,7.7062,158.8905,12.7112
1184.0000,7.7704,160.2144,12.8172
1185.0000,7.5156,154.9604,12.3968
1186.0000,6.7181,138.5182,11.0815
1187.0000,7.2274,149.0178,11.9214
1188.0000,7.3892,152.3544,12.1884
1189.0000,7.1356,147.1266,11.7701
1190.0000,7.6065,156.8345,12.5468
1191.0000,7.1440,147.2984,11.7839
1192.0000,6.9383,143.0569,11.4446
1193.0000,7.8004,160.8322,12.8666
1194.0000,7.5173,154.9950,12.3996
1195.0000,7.3548,151.6444,12.1316
1196.0000,7.6121,156.9503,12.5560
1197.0000,7.6615,157.9690,12.6375
1198.0000,7.3991,152.5578,12.2046
1199.0000,6.3810,131.5675,10.5254
1200.0000,7.0293,144.9331,11.5946
1201.0000,7.1089,146.5757,11.7261
1202.0000,6.9170,142.6185,11.4095
1203.0000,7.3473,151.4901,12.1192
1204.0000,7.7087,158.9415,12.7153
1205.0000,7.0986,146.3632,11.7091
1206.0000,6.8622,141.4888,11.3191
1207.0000,8.0127,165.2103,13.2168
1208.0000,7.1108,146.6142,11.7291
1209.0000,6.8265,140.7528,11.2602
1210.0000,7.3615,151.7826,12.1426
1211.0000,7.4298,153.1926,12.2554
1212.0000,7.0185,144.7121,11.5770
1213.0000,7.5625,155.9284,12.4743
1214.0000,7.0977,146.3451,11.7076
1215.0000,6.9393,143.0779,11.4462
1216.0000,7.3400,151.3394,12.1072
1217.0000,7.5554,155.7808,12.4625
1218.0000,7.0444,145.2461,11.6197
1219.0000,7.3953,152.4797,12.1984
1220.0000,7.2410,149.2988,11.9439
1221.0000,8.3024,171.1833,13.6947
1222.0000,7.0173,144.6858,11.5749
1223.0000,7.7785,160.3813,12.8305
1224.0000,7.2560,149.6074,11.9686
1225.0000,7.2289,149.0493,11.9239
1226.0000,7.5375,155.4125,12.4330
1227.0000,7.6002,156.7049,12.5364
1228.0000,7.7359,159.5026,12.7602
1229.0000,7.3945,152.4649,12.1972
1230.0000,7.0566,145.4970,11.6398
1231.0000,7.0794,145.9677,11.6774
1232.0000,7.4604,153.8224,12.3058
1233.0000,7.4863,154.3567,12.3485
1234.0000,7.7835,160.4854,12.8388
1235.0000,7.4272,153.1382,12.2511
1236.0000,7.6606,157.9513,12.6361
1237.0000,3.4617,71.3758,5.7101
1238.0000,2.9699,61.2360,4.8989
1239.0000,2.3696,48.8583,3.9087
1240.0000,2.4810,51.1554,4.0924
1241.0000,2.3870,49.2165,3.9373
1242.0000,3.4889,71.9369,5.7550
1243.0000,2.6018,53.6444,4.2916
1244.0000,3.3581,69.2388,5.5391
1245.0000,3.1231,64.3930,5.1514
1246.0000,3.5339,72.8645,5.8292
1247.0000,3.2749,67.5232,5.4019
1248.0000,2.8728,59.2322,4.7386
1249.0000,2.8372,58.4998,4.6800
1250.0000,2.9410,60.6388,4.8511
1251.0000,2.9738,61.3145,4.9052
1252.0000,2.7169,56.0194,4.4816
1253.0000,2.8981,59.7553,4.7804
1254.0000,3.4954,72.0699,5.7656
1255.0000,2.2908,47.2340,3.7787
1256.0000,3.0040,61.9387,4.9551
1257.0000,2.5801,53.1979,4.2558
1258.0000,2.9780,61.4028,4.9122
1259.0000,3.2155,66.2989,5.3039
1260.0000,2.8890,59.5679,4.7654
1261.0000,3.1912,65.7974,5.2638
1262.0000,2.3317,48.0762,3.8461
1263.0000,7.6777,158.3024,12.6642
1264.0000,7.0556,145.4765,11.6381
1265.0000,7.5014,154.6681,12.3734
1266.0000,7.3414,151.3684,12.1095
1267.0000,6.3345,130.6083,10.4487
1268.0000,7.0000,144.3295,11.5464
1269.0000,7.3552,151.6538,12.1323
1270.0000,7.8403,161.6548,12.9324
1271.0000,7.3795,152.1545,12.1724
1272.0000,7.3687,151.9327,12.1546
1273.0000,6.7611,139.4049,11.1524
1274.0000,7.7956,160.7336,12.8587
1275.0000,7.9323,163.5531,13.0842
1276.0000,7.2854,150.2143,12.0171
1277.0000,7.1951,148.3518,11.8681
1278.0000,6.6861,137.8571,11.0286
1279.0000,7.5963,156.6249,12.5300
1280.0000,8.2580,170.2671,13.6214
1281.0000,7.5358,155.3783,12.4303
1282.0000,7.7347,159.4778,12.7582
1283.0000,7.4722,154.0657,12.3253
1284.0000,6.9167,142.6124,11.4090
1285.0000,7.7612,160.0250,12.8020
1286.0000,6.8259,140.7407,11.2593
1287.0000,7.1984,148.4200,11.8736
1288.0000,7.3764,152.0914,12.1673
1289.0000,7.5962,156.6218,12.5297
1290.0000,7.4263,153.1199,12.2496
1291.0000,7.4157,152.9013,12.2321
1292.0000,6.9980,144.2888,11.5431
1293.0000,6.8060,140.3297,11.2264
1294.0000,7.2974,150.4611,12.0369
1295.0000,7.0167,144.6735,11.5739
1296.0000,6.7993,140.1916,11.2153
1297.0000,6.8145,140.5054,11.2404
1298.0000,7.0967,146.3240,11.7059
1299.0000,6.6011,136.1057,10.8885
1300.0000,6.7849,139.8940,11.1915
1301.0000,6.6802,137.7365,11.0189
1302.0000,7.3413,151.3669,12.1094
1303.0000,7.4234,153.0599,12.2448
1304.0000,8.0051,165.0536,13.2043
1305.0000,6.7303,138.7685,11.1015
1306.0000,7.0278,144.9030,11.5922
1307.0000,7.6070,156.8446,12.5476
1308.0000,7.1961,148.3742,11.8699
1309.0000,7.1561,147.5475,11.8038
1310.0000,7.8967,162.8188,13.0255
1311.0000,7.1519,147.4620,11.7970
1312.0000,6.8544,141.3285,11.3063
1313.0000,6.7960,140.1230,11.2098
1314.0000,7.3971,152.5177,12.2014
